,City,Lat,Long,temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,songadh,21.1667,73.5667,78.28,86,100,6.64,IN,1628440898
366,koutsouras,35.0339,25.9469,80.38,54,0,13.33,GR,1628440900
367,paamiut,61.994,-49.6678,43.65,85,88,8.48,GL,1628440601
368,palmas,-10.2128,-48.3603,89.47,33,20,6.91,BR,1628440903
369,shahr-e kord,32.3256,50.8644,78.57,24,40,6.91,IR,1628440904
370,matata,-37.8833,176.75,44.94,89,20,9.37,NZ,1628440905
371,hami,42.8,93.45,84.83,14,26,6.8,CN,1628440538
372,haizhou,34.5817,119.1289,73.53,86,66,2.64,CN,1628440909
373,muravlenko,63.7898,74.523,66.29,47,1,5.61,RU,1628440911
374,victoria,22.2855,114.1577,85.37,90,100,9.28,HK,1628440521
375,sakakah,29.9697,40.2064,103.57,11,0,6.42,SA,1628440914
376,puerto escondido,15.85,-97.0667,88.63,62,40,5.75,MX,1628440552
377,gizo,-8.103,156.8419,80.26,74,66,5.3,SB,1628440917
378,alamogordo,32.8995,-105.9603,87.53,32,1,5.75,US,1628440914
379,jiexiu,37.0244,111.9125,69.73,81,58,1.16,CN,1628440696
380,koungou,-12.7336,45.2042,78.51,73,90,10.36,YT,1628440920
381,bud,39.447,-86.1758,82.4,67,80,8.75,US,1628440922
382,kazachinskoye,57.6953,93.2761,63.79,78,87,2.91,RU,1628440923
383,ketchikan,55.3422,-131.6461,61.27,82,90,5.75,US,1628440398
384,poddorye,57.4695,31.1156,65.97,87,93,4.65,RU,1628440925
385,tabou,4.423,-7.3528,79.41,76,69,11.83,CI,1628440669
386,yumen,40.2833,97.2,74.88,19,6,13.58,CN,1628440928
387,naryan-mar,67.6713,53.087,50.27,83,0,7.34,RU,1628440930
388,fortuna,40.5982,-124.1573,57.7,96,90,5.75,US,1628440585
389,te anau,-45.4167,167.7167,31.64,98,83,1.1,NZ,1628440869
390,kaupanger,61.1845,7.2404,70.29,48,40,4.61,NO,1628440934
391,ancud,-41.8697,-73.8203,47.32,61,3,3.89,CL,1628440471
392,bure,10.7,37.0667,57.88,96,98,4.23,ET,1628440936
393,odweyne,9.4092,45.064,79.21,48,51,8.08,SO,1628440938
394,boyolangu,-8.1181,111.8935,74.37,95,47,2.37,ID,1628440939
395,chabahar,25.2919,60.643,82.62,81,3,7.43,IR,1628440940
396,irituia,-1.7711,-47.4381,90.99,45,13,5.14,BR,1628440942
397,lagoa,39.05,-27.9833,71.82,84,73,17.9,PT,1628440539
398,sao felix do xingu,-6.6447,-51.995,97.99,22,19,3.51,BR,1628440944
399,siniscola,40.5719,9.6922,87.35,54,48,5.93,IT,1628440945
400,kyshtovka,56.555,76.6271,63.73,91,61,6.85,RU,1628440947
401,laguna,38.421,-121.4238,74.35,64,1,8.05,US,1628440948
402,forio,40.7342,13.8646,84.88,79,36,3.0,IT,1628440949
403,konyar,47.3167,21.6667,91.49,33,0,5.75,HU,1628440951
404,lac du bonnet,50.2536,-96.0612,82.63,48,37,10.63,CA,1628440952
405,gat,31.61,34.7642,85.05,38,0,8.23,IL,1628440591
406,strezhevoy,60.7333,77.5889,67.98,66,75,5.26,RU,1628440955
407,dembi dolo,8.5333,34.8,57.61,96,99,1.92,ET,1628440956
408,san blas,21.5167,-105.2667,87.12,59,88,3.74,MX,1628440957
409,fuzhou,26.0614,119.3061,82.29,97,25,1.01,CN,1628440959
410,panaba,21.2833,-88.2667,96.04,36,44,8.25,MX,1628440960
411,champerico,14.3,-91.9167,86.85,76,95,3.98,GT,1628440640
412,lazaro cardenas,17.9583,-102.2,83.55,75,84,3.22,MX,1628440575
413,mandera,3.9366,41.867,87.67,33,87,13.22,KE,1628440965
414,batagay,67.6333,134.6333,62.71,46,36,2.39,RU,1628440966
415,rayevskiy,54.0658,54.9468,65.19,37,2,6.62,RU,1628440967
416,praia,14.9215,-23.5087,84.74,74,40,12.66,CV,1628440969
417,puri,19.8,85.85,82.92,81,96,16.33,IN,1628440970
418,coro,11.4045,-69.6734,88.75,56,50,18.07,VE,1628440971
419,kizukuri,40.8061,140.3861,75.0,97,96,10.58,JP,1628440973
420,fenoarivo,-18.933,47.4354,59.07,67,40,10.36,MG,1628440974
421,kavieng,-2.5744,150.7967,81.0,76,90,10.07,PG,1628440561
422,sapele,5.8941,5.6767,77.13,83,92,8.46,NG,1628440976
423,kangaatsiaq,68.3065,-53.4641,41.04,94,100,16.11,GL,1628440980
424,malya,-2.9833,33.5167,75.74,38,64,2.21,TZ,1628440983
425,goderich,43.7501,-81.7165,73.76,83,100,8.05,CA,1628440855
426,abha,18.2164,42.5053,73.65,69,75,5.75,SA,1628440336
427,mangochi,-14.4782,35.2645,72.99,42,1,5.01,MW,1628440986
428,cam ranh,11.9214,109.1591,85.96,58,20,8.05,VN,1628440988
429,santander,43.4647,-3.8044,67.35,73,75,5.01,ES,1628440989
430,kovur,14.4833,79.9833,86.95,67,55,13.87,IN,1628440757
431,saurimo,-9.6608,20.3916,75.38,15,98,2.98,AO,1628440991
432,poco verde,-10.7083,-38.1833,83.01,31,52,13.89,BR,1628440993
433,palmdale,34.5794,-118.1165,82.15,15,1,7.0,US,1628440855
434,karratha,-20.7377,116.8463,68.52,66,1,3.58,AU,1628440649
435,khovu-aksy,51.1333,93.6,52.86,84,8,4.7,RU,1628440996
436,meadow lake,34.8014,-106.5436,79.74,12,0,7.02,US,1628440932
437,skagen,57.7209,10.5839,68.27,79,76,7.61,DK,1628441000
438,santa rosalia,27.3167,-112.2833,87.28,46,7,3.74,MX,1628441001
439,zhangye,38.9342,100.4517,72.64,31,65,5.32,CN,1628441003
440,ewo,-0.8725,14.8206,83.66,49,94,6.93,CG,1628441004
441,clyde river,70.4692,-68.5914,52.03,58,20,17.27,CA,1628440597
442,baculin,7.4525,126.5842,76.69,82,100,3.15,PH,1628441006
443,makakilo city,21.3469,-158.0858,71.74,71,1,0.0,US,1628440602
444,chisindia,46.2833,22.1,92.19,39,1,5.48,RO,1628441010
445,elizabeth city,36.2946,-76.2511,75.31,88,90,6.91,US,1628440910
446,wilmington,34.2257,-77.9447,85.15,71,1,4.61,US,1628440328
447,podgornoye,51.735,39.1496,86.22,26,0,6.71,RU,1628441013
448,homer,59.6425,-151.5483,54.52,87,90,6.91,US,1628441015
449,jinka,5.65,36.65,70.2,57,94,1.9,ET,1628441016
450,nagua,19.3832,-69.8474,82.45,83,75,6.91,DO,1628441017
451,abashiri,44.0213,144.2697,63.91,81,100,8.03,JP,1628440755
452,mandalgovi,45.7625,106.2708,54.61,72,0,15.77,MN,1628440954
453,kashi,39.4547,75.9797,81.61,28,20,4.47,CN,1628441021
454,kamaishi,39.2667,141.8833,76.62,98,99,8.61,JP,1628441022
455,acajutla,13.5928,-89.8275,88.14,71,100,4.05,SV,1628441024
456,ixtapa,20.7,-105.2,81.63,74,20,4.61,MX,1628441000
457,christchurch,-43.5333,172.6333,37.58,79,40,3.0,NZ,1628440957
458,gatton,-27.55,152.2833,55.72,93,42,0.87,AU,1628441027
459,miquelon,47.0975,-56.3814,68.0,96,96,11.7,PM,1628441029
460,pitkyaranta,61.5734,31.4792,63.39,95,85,4.12,RU,1628441030
461,margate,51.3813,1.3862,66.4,64,98,5.01,GB,1628440901
462,santa helena,-2.2311,-45.3,88.77,46,51,3.29,BR,1628441033
463,babanka,48.7097,30.4483,70.57,65,0,6.11,UA,1628441034
464,tarut,26.5733,50.0369,103.55,44,0,4.5,SA,1628441035
465,sambava,-14.2667,50.1667,71.22,82,24,12.68,MG,1628441037
466,yatou,37.15,122.3833,70.34,87,1,5.84,CN,1628441038
467,longyearbyen,78.2186,15.6401,44.44,81,20,10.36,SJ,1628440494
468,belaya gora,68.5333,146.4167,51.13,64,61,4.29,RU,1628441041
469,buchanan,5.8808,-10.0467,84.16,73,92,11.48,LR,1628440580
470,vestmanna,62.1564,-7.1664,52.72,94,91,9.22,FO,1628441043
471,honningsvag,70.9821,25.9704,71.35,40,0,8.05,NO,1628441044
472,okhotsk,59.3833,143.3,56.73,81,10,7.31,RU,1628440330
473,ibra,22.6906,58.5334,99.95,22,45,10.94,OM,1628441047
474,bajil,15.0584,43.2851,92.91,44,100,7.61,YE,1628441048
475,san jose,37.3394,-121.895,70.72,62,20,5.75,US,1628440841
476,kurilsk,45.2333,147.8833,53.94,82,100,13.87,RU,1628440635
477,novopokrovka,49.8425,36.5477,86.38,37,99,7.45,UA,1628441052
478,guarapari,-20.6667,-40.4975,71.49,60,42,9.57,BR,1628441053
479,necochea,-38.5473,-58.7368,53.04,46,88,9.82,AR,1628441054
480,namatanai,-3.6667,152.4333,77.68,80,99,6.26,PG,1628440647
481,richards bay,-28.783,32.0377,67.71,71,1,12.12,ZA,1628440487
482,waipawa,-41.4122,175.5153,42.71,62,100,28.36,NZ,1628441058
483,kavaratti,10.5669,72.642,80.94,81,100,17.96,IN,1628440421
484,ambilobe,-13.2,49.05,71.06,84,78,2.98,MG,1628440587
485,arlit,18.7369,7.3853,104.85,16,73,3.15,NE,1628440595
486,tekeli,44.83,78.8239,67.17,35,19,10.27,KZ,1628441063
487,uray,60.1247,64.7758,64.67,78,88,6.02,RU,1628440673
488,marquette,46.5333,-87.6335,68.36,95,100,4.43,US,1628440960
489,shymkent,42.3,69.6,86.59,20,0,6.71,KZ,1628441066
490,aklavik,68.2191,-135.0107,48.2,87,75,2.3,CA,1628440456
491,padang,-0.9492,100.3543,78.48,87,81,3.85,ID,1628440653
492,amboise,47.4125,0.9827,68.27,60,0,16.11,FR,1628441070
493,naze,28.3667,129.4833,78.22,87,50,17.11,JP,1628440605
494,vicente guerrero,19.1194,-98.1708,66.51,63,58,4.7,MX,1628441072
495,el carrizo,24.0261,-106.8814,85.06,81,53,5.01,MX,1628441074
496,tamayo,18.3947,-71.2029,87.51,66,20,13.8,DO,1628441075
497,khryashchevka,53.8119,49.0916,80.58,45,64,6.29,RU,1628441076
498,kitimat,54.0524,-128.6534,59.92,95,45,2.95,CA,1628440882
499,petropavlovsk-kamchatskiy,53.0452,158.6483,45.19,100,75,6.71,RU,1628440673
500,pozo colorado,-23.4923,-58.7972,96.31,18,2,14.52,PY,1628441081
501,cache creek,50.8101,-121.3246,63.64,72,96,3.51,CA,1628441082
502,high rock,26.6208,-78.2833,89.62,67,1,5.06,BS,1628440607
503,paralimni,35.0375,33.9833,84.06,86,0,7.0,CY,1628441085
504,kongolo,-5.3833,27.0,88.56,24,53,5.01,CD,1628441086
505,kindu,-2.95,25.95,80.01,47,66,2.21,CD,1628441087
506,yulara,-25.2406,130.9889,42.64,42,0,1.14,AU,1628440438
507,kuruman,-27.4524,23.4325,65.98,20,4,8.9,ZA,1628441090
508,labuhan,-6.8844,112.2051,79.05,86,13,8.08,ID,1628441091
509,nagato,34.3833,131.2,75.09,96,100,29.44,JP,1628441093
510,aswan,24.0934,32.907,106.9,17,0,12.66,EG,1628440997
511,waingapu,-9.6567,120.2641,73.56,79,62,8.05,ID,1628440866
512,wamba,8.9333,8.6,73.62,94,95,3.13,NG,1628441096
513,singleton,-32.5667,151.1833,48.94,95,92,3.89,AU,1628441098
514,polewali,-3.4324,119.3435,75.49,92,28,3.6,ID,1628441099
515,karlstad,59.3793,13.5036,68.56,68,72,3.44,SE,1628441100
516,kieta,-6.2167,155.6333,76.86,83,95,4.52,PG,1628441105
517,terrace,54.5163,-128.6035,58.91,94,75,2.3,CA,1628440622
518,rio gallegos,-51.6226,-69.2181,46.45,53,0,24.16,AR,1628441077
519,kuryk,43.2,51.65,95.77,20,0,5.64,KZ,1628441108
520,anito,12.4497,125.2886,77.92,88,100,3.58,PH,1628441110
521,abaete,-19.16,-45.4458,74.91,36,53,5.19,BR,1628441111
522,krasnozerskoye,53.9828,79.2374,64.06,81,96,4.43,RU,1628441112
523,kuytun,54.3419,101.5036,56.53,53,71,2.44,RU,1628441114
524,biak,-0.9131,122.8766,74.88,86,68,5.95,ID,1628441115
525,serebryansk,49.6925,83.2892,74.75,65,80,3.76,KZ,1628441116
526,harbour breton,47.4833,-55.7983,64.11,90,91,11.16,CA,1628441118
527,bara,10.3744,10.7288,83.98,75,88,7.14,NG,1628441121
528,george town,5.4112,100.3354,81.99,84,40,3.44,MY,1628441039
529,yar-sale,66.8333,70.8333,56.28,72,88,16.78,RU,1628441097
530,kudahuvadhoo,2.6708,72.8944,83.84,73,100,13.38,MV,1628441125
531,dakar,14.6937,-17.4441,87.93,70,20,13.8,SN,1628440912
532,vao,-22.6667,167.4833,67.5,59,56,18.77,NC,1628440962
533,banfora,10.6333,-4.7667,86.7,59,88,2.01,BF,1628441128
534,nhulunbuy,-12.2333,136.7667,72.21,78,5,4.61,AU,1628440561
535,jaicos,-7.3592,-41.1378,93.02,17,0,9.75,BR,1628441131
536,port keats,-14.25,129.55,65.17,31,0,6.55,AU,1628441132
537,yeppoon,-23.1333,150.7333,56.98,82,3,10.69,AU,1628440557
538,tsabong,-26.0217,22.401,71.22,15,0,10.4,BW,1628441135
539,baoro,5.6667,15.9667,70.9,94,89,3.18,CF,1628441136
540,minab,27.1467,57.0801,92.7,53,1,3.65,IR,1628441137
541,lumphat,13.4878,106.9816,75.81,97,83,1.1,KH,1628441139
542,brignoles,43.4,6.0667,80.2,27,71,13.09,FR,1628440987
543,north battleford,52.7834,-108.2847,59.09,72,90,18.41,CA,1628441141
544,ormara,25.2088,64.6357,80.65,80,71,10.07,PK,1628440891
545,inhambane,-23.865,35.3833,67.98,77,20,7.52,MZ,1628441144
546,poum,-20.2333,164.0167,68.94,69,96,22.55,NC,1628440372
547,dingle,10.9995,122.6711,76.5,91,97,3.44,PH,1628441146
548,usakos,-22.0,15.6,67.39,27,0,14.07,NA,1628441147
549,zhoucheng,35.9122,116.3117,76.48,63,68,1.7,CN,1628441149
550,san rafael,-34.6177,-68.3301,45.09,62,100,11.68,AR,1628440968
551,korla,41.7597,86.1469,82.44,30,99,7.36,CN,1628441151
552,digras,20.1167,77.7167,82.0,76,100,3.58,IN,1628441153
553,ergani,38.2653,39.7621,87.35,25,2,8.93,TR,1628441155
554,gayny,60.3071,54.3241,53.94,87,32,5.03,RU,1628441157
555,artvin,41.1667,41.8333,63.68,96,85,2.48,TR,1628441161
556,innisfail,-17.5333,146.0333,67.23,87,87,5.12,AU,1628440663
557,mitu,1.1983,-70.1733,92.71,44,50,1.52,CO,1628441164
558,menongue,-14.6585,17.691,69.51,13,51,4.97,AO,1628441165
559,fairbanks,64.8378,-147.7164,56.17,88,90,4.61,US,1628440472
560,coahuayana,18.7333,-103.6833,87.28,56,85,1.92,MX,1628440916
561,rigaud,45.4793,-74.3024,78.28,58,35,8.3,CA,1628441168
562,olhao,37.0286,-7.8411,73.29,64,0,8.05,PT,1628441170
563,otradnoye,59.7775,30.8181,71.65,89,97,3.13,RU,1628441171
564,oranjemund,-28.55,16.4333,59.16,71,88,11.97,NA,1628441173
565,manaus,-3.1019,-60.025,90.09,66,40,2.3,BR,1628440467
566,caravelas,-17.7125,-39.2481,75.81,59,16,10.4,BR,1628440496
567,leiyang,26.4024,112.8591,83.62,78,90,3.62,CN,1628441177
568,sobolevo,54.4299,31.8996,68.02,65,100,3.36,RU,1628441179
569,puro,12.4841,123.3827,81.0,83,99,5.88,PH,1628441180
570,borovskoy,53.8,64.15,59.74,80,83,10.83,KZ,1628441181
571,srandakan,-7.9386,110.2506,75.96,88,31,3.71,ID,1628441183
572,mackay,-21.15,149.2,60.78,88,75,8.05,AU,1628441184
573,komsomolskiy,40.4272,71.7189,88.52,30,0,6.91,UZ,1628440624
574,kuching,1.55,110.3333,75.42,94,20,2.3,MY,1628441187
575,sisimiut,66.9395,-53.6735,42.89,84,100,7.29,GL,1628440630
576,tevaitoa,-16.7833,-151.5,78.58,75,41,12.19,PF,1628441189
577,loralai,30.3705,68.598,84.52,32,47,10.31,PK,1628441190
578,montepuez,-13.1256,38.9997,76.91,35,43,8.25,MZ,1628441192
579,baruun-urt,46.6806,113.2792,57.85,90,91,3.76,MN,1628441193
580,povenets,62.8487,34.8262,57.96,95,100,7.34,RU,1628441194
581,novyy urengoy,66.0833,76.6333,65.88,65,13,8.37,RU,1628441196
582,antofagasta,-23.65,-70.4,60.08,64,45,12.59,CL,1628440910
583,puerto carreno,6.189,-67.4859,83.86,70,88,3.87,CO,1628441199
